;몹번호	한글이름	영문이름	레벨	생명력	마나	최소공격력	최대공격력	방어력	최소마법력	최대마법력	마법방어력	경험치	최대실드	전리확률	전리 Lv 제한	보너스 경험치	공격거리	방어범위	원호범위	이동범위	공격성향	원호성향	공격 방법	대기 딜레이	이동속도	추적 속도	공격속도	리셋 시간	최소 개체수	몬스터 속성	최소 턴	최대 턴	특수 공격 종류	특수 공격 레벨	생성 Effect 종류	죽음 Effect 종류	몬스터공격속성
3	L11.해츨링	L11.해츨링	11	45	16	0	0	3	17	27	14	18	45	40	21	4	8	8	5	0	4	2	0	0	0	1	0	40	40	0	0	0	0	0	0	0	1
203	L12.해츨링	L12.해츨링	12	49	18	0	0	4	19	30	16	20	49	40	22	4	8	8	5	0	4	2	0	0	0	1	0	40	40	0	0	0	0	0	0	0	1
303	L13.해츨링	L13.해츨링	13	53	20	0	0	5	21	33	18	22	53	40	23	5	8	8	5	0	4	2	0	0	0	1	0	40	40	0	0	0	0	0	0	0	1
403	L14.해츨링	L14.해츨링	14	58	22	0	0	6	23	36	20	24	58	40	24	5	8	8	5	0	4	2	0	0	0	1	0	40	40	0	0	0	0	0	0	0	1
503	L15.해츨링	L15.해츨링	15	63	24	0	0	7	25	39	22	26	63	40	25	6	8	8	5	0	4	2	0	0	0	1	0	40	40	0	0	0	0	0	0	0	1
603	B.해츨링	B.해츨링	15	126	48	0	0	14	50	78	44	52	126	89	25	21	8	8	5	0	4	2	0	0	0	1	0	200	2	0	0	0	0	0	0	0	1
4	L16.좀비독	L16.좀비독	16	71	23	29	36	4	0	0	9	30	69	40	26	0	2	8	5	0	2	2	0	0	0	1	1	40	40	0	0	0	0	0	0	0	0
204	L17.좀비독	L17.좀비독	17	76	25	32	39	5	0	0	10	33	74	40	27	0	2	8	5	0	2	2	0	0	0	1	1	40	40	0	0	0	0	0	0	0	0
304	L18.좀비독	L18.좀비독	18	82	27	35	42	6	0	0	11	36	80	40	28	0	2	8	5	0	2	2	0	0	0	1	1	40	40	0	0	0	0	0	0	0	0
404	L19.좀비독	L19.좀비독	19	88	29	38	45	7	0	0	12	39	86	40	29	0	2	8	5	0	2	2	0	0	0	1	1	40	40	0	0	0	0	0	0	0	0
504	L20.좀비독	L20.좀비독	20	95	32	41	49	8	0	0	13	42	93	40	30	0	2	8	5	0	2	2	0	0	0	1	1	40	40	0	0	0	0	0	0	0	0
604	B.좀비독	B.좀비독	20	190	64	82	98	16	0	0	26	84	186	89	30	0	2	8	5	0	2	2	0	0	0	1	1	200	2	0	0	0	0	0	0	0	0
5	L21.이블독	L21.이블독	21	112	35	44	54	5	0	0	14	48	107	40	31	0	2	8	5	0	4	30	0	0	0	1	1	40	40	0	0	0	0	0	0	0	0
205	L22.이블독	L22.이블독	22	119	38	47	58	6	0	0	15	51	114	43	32	0	2	8	5	0	4	30	0	0	0	1	1	40	40	0	0	0	0	0	0	0	0
305	L23.이블독	L23.이블독	23	127	41	50	62	7	0	0	16	55	121	46	33	0	2	8	5	0	4	30	0	0	0	1	1	40	40	0	0	0	0	0	0	0	0
405	L24.이블독	L24.이블독	24	135	44	53	66	8	0	0	17	59	129	49	34	0	2	8	5	0	4	30	0	0	0	1	1	40	40	0	0	0	0	0	0	0	0
505	L25.이블독	L25.이블독	25	144	47	57	70	9	0	0	19	63	137	52	35	0	2	8	5	0	4	30	0	0	0	1	1	40	40	0	0	0	0	0	0	0	0
605	B.이블독	B.이블독	25	288	94	114	140	18	0	0	38	126	274	89	35	0	2	8	5	0	4	30	0	0	0	1	1	200	2	0	0	0	0	0	0	0	0
6	L26.고블린	L26.고블린	26	164	49	63	77	8	0	0	20	71	149	40	36	0	2	8	0	0	2	0	0	0	0	1	0	40	40	0	0	0	0	0	0	0	0
206	L27.고블린	L27.고블린	27	173	52	67	81	9	0	0	21	75	157	40	37	0	2	8	0	0	2	0	0	0	0	1	0	40	40	0	0	0	0	0	0	0	0
306	L28.고블린	L28.고블린	28	182	55	71	86	10	0	0	23	79	165	40	38	0	2	8	0	0	2	0	0	0	0	1	0	40	40	0	0	0	0	0	0	0	0
406	L29.고블린	L29.고블린	29	192	58	75	91	11	0	0	25	83	174	40	39	0	2	8	0	0	2	0	0	0	0	1	0	40	40	0	0	0	0	0	0	0	0
506	L30.고블린	L30.고블린	30	202	61	79	96	12	0	0	27	88	183	40	40	0	2	8	0	0	2	0	0	0	0	1	0	40	40	0	0	0	0	0	0	0	0
606	B.고블린	B.고블린	30	404	122	158	192	24	0	0	54	176	366	89	40	0	2	8	0	0	2	0	0	0	0	1	0	200	2	0	0	0	0	0	0	0	0
7	L31.고블린랜서	L31.고블린랜서	31	224	68	87	103	11	0	0	27	112	216	40	41	0	3	8	5	0	4	2	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
207	L32.고블린랜서	L32.고블린랜서	32	233	71	91	108	12	0	0	29	117	225	40	42	0	3	8	5	0	4	2	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
307	L33.고블린랜서	L33.고블린랜서	33	243	74	95	113	13	0	0	31	122	234	40	43	0	3	8	5	0	4	2	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
407	L34.고블린랜서	L34.고블린랜서	34	253	77	99	118	14	0	0	33	127	244	40	44	0	3	8	5	0	4	2	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
507	L35.고블린랜서	L35.고블린랜서	35	264	81	103	123	15	0	0	35	133	254	40	45	0	3	8	5	0	4	2	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
607	B.고블린랜서	B.고블린랜서	35	528	162	206	246	30	0	0	70	266	508	89	45	0	3	8	5	0	4	2	0	0	0	1	1	300	2	0	0	0	0	0	0	0	0
8	L36.킹비홀더	L36.킹비홀더	36	293	88	114	137	16	0	0	35	148	285	40	46	0	2	10	8	0	4	2	0	0	0	1	0	50	40	0	0	0	0	0	0	0	0
208	L37.킹비홀더	L37.킹비홀더	37	302	91	118	142	17	0	0	37	153	294	40	47	0	2	10	8	0	4	2	0	0	0	1	0	50	40	0	0	0	0	0	0	0	0
308	L38.킹비홀더	L38.킹비홀더	38	312	94	122	147	18	0	0	39	158	303	40	48	0	2	10	8	0	4	2	0	0	0	1	0	50	40	0	0	0	0	0	0	0	0
408	L39.킹비홀더	L39.킹비홀더	39	322	97	126	152	19	0	0	41	163	313	40	49	0	2	10	8	0	4	2	0	0	0	1	0	50	40	0	0	0	0	0	0	0	0
508	L40.킹비홀더	L40.킹비홀더	40	332	100	130	157	20	0	0	43	168	323	40	50	0	2	10	8	0	4	2	0	0	0	1	0	50	40	0	0	0	0	0	0	0	0
608	B.킹비홀더	B.킹비홀더	40	664	200	260	314	40	0	0	86	336	646	89	50	0	2	10	8	0	4	2	0	0	0	1	0	300	2	0	0	0	0	0	0	0	0
9	L41.오크	L41.오크	41	408	122	139	167	22	0	0	45	188	348	40	51	0	2	2	0	0	2	0	0	0	0	1	0	50	40	0	0	0	0	0	0	0	0
209	L42.오크	L42.오크	42	417	125	142	171	23	0	0	46	192	355	40	52	0	2	2	0	0	2	0	0	0	0	1	0	50	40	0	0	0	0	0	0	0	0
309	L43.오크	L43.오크	43	426	128	145	175	24	0	0	47	196	363	40	53	0	2	2	0	0	2	0	0	0	0	1	0	50	40	0	0	0	0	0	0	0	0
409	L44.오크	L44.오크	44	435	131	148	179	25	0	0	48	200	371	40	54	0	2	2	0	0	2	0	0	0	0	1	0	50	40	0	0	0	0	0	0	0	0
509	L45.오크	L45.오크	45	444	134	151	183	26	0	0	49	204	379	40	55	0	2	2	0	0	2	0	0	0	0	1	0	50	40	0	0	0	0	0	0	0	0
609	B.오크	B.오크	45	888	268	302	366	52	0	0	98	408	758	89	55	0	2	2	0	0	2	0	0	0	0	1	0	300	2	0	0	0	0	0	0	0	0
10	L46.오크아처	L46.오크아처	46	481	158	163	191	26	0	0	53	222	427	39	56	0	8	12	8	0	4	2	0	0	0	1	0	50	40	0	0	0	0	0	0	0	0
210	L47.오크아처	L47.오크아처	47	486	160	165	193	27	0	0	54	225	432	39	57	0	8	12	8	0	4	2	0	0	0	1	0	50	40	0	0	0	0	0	0	0	0
310	L48.오크아처	L48.오크아처	48	491	162	167	195	28	0	0	55	228	437	39	58	0	8	12	8	0	4	2	0	0	0	1	0	50	40	0	0	0	0	0	0	0	0
410	L49.오크아처	L49.오크아처	49	496	164	169	197	29	0	0	56	231	442	39	59	0	8	12	8	0	4	2	0	0	0	1	0	50	40	0	0	0	0	0	0	0	0
510	L50.오크아처	L50.오크아처	50	501	166	171	199	30	0	0	57	234	447	39	60	0	8	12	8	0	4	2	0	0	0	1	0	50	40	0	0	0	0	0	0	0	0
610	B.오크아처	B.오크아처	50	1002	332	342	398	60	0	0	114	468	894	89	60	0	8	12	8	0	4	2	0	0	0	1	0	300	2	0	0	0	0	0	0	0	0
11	L51.홉고블린	L51.홉고블린	51	657	193	176	214	34	0	0	58	254	467	39	61	0	2	8	8	0	4	2	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
211	L52.홉고블린	L52.홉고블린	52	664	195	178	217	35	0	0	59	257	472	39	62	0	2	8	8	0	4	2	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
311	L53.홉고블린	L53.홉고블린	53	671	197	180	220	36	0	0	60	260	477	39	63	0	2	8	8	0	4	2	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
411	L54.홉고블린	L54.홉고블린	54	678	199	182	223	37	0	0	61	263	482	39	64	0	2	8	8	0	4	2	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
511	L55.홉고블린	L55.홉고블린	55	685	201	184	226	38	0	0	62	266	487	39	65	0	2	8	8	0	4	2	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
611	B.홉고블린	B.홉고블린	55	1370	402	368	452	76	0	0	124	532	974	89	65	0	2	8	8	0	4	2	0	0	0	1	1	300	2	0	0	0	0	0	0	0	0
12	L61.좀비	L61.좀비	61	919	268	202	240	36	0	0	68	329	561	39	71	0	2	2	5	0	2	30	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
212	L62.좀비	L62.좀비	62	929	271	205	243	37	0	0	69	333	567	39	72	0	2	2	5	0	2	30	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
312	L63.좀비	L63.좀비	63	939	274	208	246	38	0	0	70	337	573	39	73	0	2	2	5	0	2	30	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
412	L64.좀비	L64.좀비	64	949	277	211	249	39	0	0	71	341	579	39	74	0	2	2	5	0	2	30	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
512	L65.좀비	L65.좀비	65	959	280	214	252	40	0	0	72	345	585	39	75	0	2	2	5	0	2	30	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
612	B.좀비	B.좀비	65	1918	560	428	504	80	0	0	144	690	1170	89	75	0	2	2	5	0	2	30	0	0	0	1	1	300	2	0	0	0	0	0	0	0	0
13	L66.웨어울프	L66.웨어울프	66	930	271	215	255	37	0	0	79	375	645	39	76	0	2	8	8	0	4	2	0	0	0	1	2	50	40	0	0	0	0	0	0	0	0
213	L67.웨어울프	L67.웨어울프	67	940	274	218	258	38	0	0	80	379	652	39	77	0	2	8	8	0	4	2	0	0	0	1	2	50	40	0	0	0	0	0	0	0	0
313	L68.웨어울프	L68.웨어울프	68	950	277	221	261	39	0	0	81	383	659	39	78	0	2	8	8	0	4	2	0	0	0	1	2	50	40	0	0	0	0	0	0	0	0
413	L69.웨어울프	L69.웨어울프	69	960	280	224	264	40	0	0	82	387	666	39	79	0	2	8	8	0	4	2	0	0	0	1	2	50	40	0	0	0	0	0	0	0	0
513	L70.웨어울프	L70.웨어울프	70	970	283	227	267	41	0	0	83	391	673	39	80	0	2	8	8	0	4	2	0	0	0	1	2	50	40	0	0	0	0	0	0	0	0
613	B.웨어울프	B.웨어울프	70	1940	566	454	534	82	0	0	166	782	1346	89	80	0	2	8	8	0	4	2	0	0	0	1	2	300	2	0	0	0	0	0	0	0	0
14	L71.스켈레톤	L71.스켈레톤	71	1084	315	233	280	42	0	0	89	435	723	39	81	0	2	2	5	0	2	30	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
214	L72.스켈레톤	L72.스켈레톤	72	1095	319	236	283	43	0	0	90	440	731	39	82	0	2	2	5	0	2	30	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
314	L73.스켈레톤	L73.스켈레톤	73	1106	323	239	286	44	0	0	91	445	739	39	83	0	2	2	5	0	2	30	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
414	L74.스켈레톤	L74.스켈레톤	74	1118	327	242	289	45	0	0	92	450	747	39	84	0	2	2	5	0	2	30	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
514	L75.스켈레톤	L75.스켈레톤	75	1130	331	245	292	46	0	0	93	455	755	39	85	0	2	2	5	0	2	30	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
614	B.스켈레톤	B.스켈레톤	75	2260	662	490	584	92	0	0	186	910	1510	89	85	0	2	2	5	0	2	30	0	0	0	1	1	300	2	0	0	0	0	0	0	0	0
15	L76.스톤골렘	L76.스톤골렘	76	1149	367	256	306	44	0	0	110	515	820	39	86	0	2	2	0	0	4	0	0	0	0	1	0	50	40	0	0	0	0	0	0	0	0
215	L77.스톤골렘	L77.스톤골렘	77	1161	371	259	310	45	0	0	112	521	829	39	87	0	2	2	0	0	4	0	0	0	0	1	0	50	40	0	0	0	0	0	0	0	0
315	L78.스톤골렘	L78.스톤골렘	78	1173	375	262	314	46	0	0	114	527	838	39	88	0	2	2	0	0	4	0	0	0	0	1	0	50	40	0	0	0	0	0	0	0	0
415	L79.스톤골렘	L79.스톤골렘	79	1185	379	265	318	47	0	0	116	533	847	39	89	0	2	2	0	0	4	0	0	0	0	1	0	50	40	0	0	0	0	0	0	0	0
515	L80.스톤골렘	L80.스톤골렘	80	1197	383	268	322	48	0	0	118	539	856	39	90	0	2	2	0	0	4	0	0	0	0	1	0	50	40	0	0	0	0	0	0	0	0
615	B.스톤골렘	B.스톤골렘	80	2394	766	536	644	96	0	0	236	1078	1712	89	90	0	2	2	0	0	4	0	0	0	0	1	0	300	2	0	0	0	0	0	0	0	0
16	L81.스켈레톤랜서	L81.스켈레톤랜서	81	1379	399	270	320	47	0	0	128	599	927	39	91	0	3	10	8	0	4	30	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
216	L82.스켈레톤랜서	L82.스켈레톤랜서	82	1393	403	273	324	48	0	0	130	605	937	39	92	0	3	10	8	0	4	30	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
316	L83.스켈레톤랜서	L83.스켈레톤랜서	83	1407	408	276	328	49	0	0	132	612	947	39	93	0	3	10	8	0	4	30	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
416	L84.스켈레톤랜서	L84.스켈레톤랜서	84	1422	413	279	332	50	0	0	134	619	957	39	94	0	3	10	8	0	4	30	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
516	L85.스켈레톤랜서	L85.스켈레톤랜서	85	1437	418	282	336	51	0	0	136	626	967	39	95	0	3	10	8	0	4	30	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
616	B.스켈레톤랜서	B.스켈레톤랜서	85	2874	836	564	672	102	0	0	272	1252	1934	89	95	0	3	10	8	0	4	30	0	0	0	1	1	300	2	0	0	0	0	0	0	0	0
17	L56.피라니아	L56.피라니아	56	577	721	189	238	31	0	0	62	287	507	39	66	0	2	8	5	0	4	2	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
217	L57.피라니아	L57.피라니아	57	583	729	191	241	32	0	0	63	290	513	39	67	0	2	8	5	0	4	2	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
317	L58.피라니아	L58.피라니아	58	589	737	193	244	33	0	0	64	293	519	39	68	0	2	8	5	0	4	2	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
417	L59.피라니아	L59.피라니아	59	595	745	195	247	34	0	0	65	296	525	39	69	0	2	8	5	0	4	2	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
517	L60.피라니아	L60.피라니아	60	601	753	197	250	35	0	0	66	299	531	39	70	0	2	8	5	0	4	2	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
617	B.피라니아	B.피라니아	60	1202	1506	394	500	70	0	0	132	598	1062	89	70	0	2	8	5	0	4	2	0	0	0	1	1	300	2	0	0	0	0	0	0	0	0
18	L86.스켈레톤리더	L86.스켈레톤리더	86	1144	1557	284	342	50	0	0	115	686	1088	38	96	0	3	10	8	0	4	30	0	0	0	1	2	50	40	0	0	0	0	0	0	0	0
218	L87.스켈레톤리더	L87.스켈레톤리더	87	1156	1573	287	346	51	0	0	117	693	1099	38	97	0	3	10	8	0	4	30	0	0	0	1	2	50	40	0	0	0	0	0	0	0	0
318	L88.스켈레톤리더	L88.스켈레톤리더	88	1168	1589	290	350	52	0	0	119	700	1110	38	98	0	3	10	8	0	4	30	0	0	0	1	2	50	40	0	0	0	0	0	0	0	0
418	L89.스켈레톤리더	L89.스켈레톤리더	89	1180	1605	293	354	53	0	0	121	707	1122	38	99	0	3	10	8	0	4	30	0	0	0	1	2	50	40	0	0	0	0	0	0	0	0
518	L90.스켈레톤리더	L90.스켈레톤리더	90	1192	1622	296	358	54	0	0	123	715	1134	38	100	0	3	10	8	0	4	30	0	0	0	1	2	50	40	0	0	0	0	0	0	0	0
618	B.스켈레톤리더	B.스켈레톤리더	90	2384	3244	592	716	108	0	0	246	1430	2268	89	100	0	3	10	8	0	2	30	0	0	0	1	2	300	2	0	0	0	0	0	0	0	0
19	L91.마그마골렘	L91.마그마골렘	91	1452	419	301	360	53	0	0	131	785	1256	38	101	0	2	10	0	0	4	0	0	0	0	1	0	50	40	0	0	0	0	0	0	0	0
219	L92.마그마골렘	L92.마그마골렘	92	1466	423	304	364	54	0	0	133	793	1268	38	102	0	2	10	0	0	4	0	0	0	0	1	0	50	40	0	0	0	0	0	0	0	0
319	L93.마그마골렘	L93.마그마골렘	93	1480	427	307	368	55	0	0	135	801	1280	38	103	0	2	10	0	0	4	0	0	0	0	1	0	50	40	0	0	0	0	0	0	0	0
419	L94.마그마골렘	L94.마그마골렘	94	1494	431	310	372	56	0	0	137	809	1292	38	104	0	2	10	0	0	4	0	0	0	0	1	0	50	40	0	0	0	0	0	0	0	0
519	L95.마그마골렘	L95.마그마골렘	95	1508	435	313	376	57	0	0	139	817	1304	38	105	0	2	10	0	0	4	0	0	0	0	1	0	50	40	0	0	0	0	0	0	0	0
619	B.마그마골렘	B.마그마골렘	95	3016	870	626	752	114	0	0	278	1634	2608	89	105	0	2	10	0	0	2	0	0	0	0	1	0	300	2	0	0	0	0	0	0	0	0
20	L96.아이스골렘	L96.아이스골렘	96	1477	426	317	375	57	0	0	132	897	1400	38	106	0	2	5	0	0	4	0	0	0	0	1	0	50	40	0	0	0	0	0	0	0	0
220	L97.아이스골렘	L97.아이스골렘	97	1491	430	320	379	58	0	0	134	906	1413	38	107	0	2	5	0	0	4	0	0	0	0	1	0	50	40	0	0	0	0	0	0	0	0
320	L98.아이스골렘	L98.아이스골렘	98	1505	434	323	383	59	0	0	136	915	1426	38	108	0	2	5	0	0	4	0	0	0	0	1	0	50	40	0	0	0	0	0	0	0	0
420	L99.아이스골렘	L99.아이스골렘	99	1519	438	326	387	60	0	0	138	924	1439	38	109	0	2	5	0	0	4	0	0	0	0	1	0	50	40	0	0	0	0	0	0	0	0
520	L100.아이스골렘	L100.아이스골렘	100	1533	442	329	391	61	0	0	140	933	1452	38	110	0	2	5	0	0	4	0	0	0	0	1	0	50	40	0	0	0	0	0	0	0	0
620	B.아이스골렘	B.아이스골렘	100	3066	884	658	782	122	0	0	280	1866	2904	89	110	0	2	5	0	0	4	0	0	0	0	1	0	300	2	0	0	0	0	0	0	0	0
21	L101.세티로스	L101.세티로스	101	1668	475	370	427	80	0	0	150	1056	1600	38	111	0	2	12	5	0	4	2	0	0	0	1	0	50	40	0	0	0	0	0	0	0	0
221	L102.세티로스	L102.세티로스	102	1682	479	373	431	81	0	0	152	1065	1615	38	112	0	2	12	5	0	4	2	0	0	0	1	0	50	40	0	0	0	0	0	0	0	0
321	L103.세티로스	L103.세티로스	103	1696	483	376	435	82	0	0	154	1074	1630	38	113	0	2	12	5	0	4	2	0	0	0	1	0	50	40	0	0	0	0	0	0	0	0
421	L104.세티로스	L104.세티로스	104	1710	487	380	439	83	0	0	156	1083	1645	38	114	0	2	12	5	0	4	2	0	0	0	1	0	50	40	0	0	0	0	0	0	0	0
521	L105.세티로스	L105.세티로스	105	1724	491	384	443	84	0	0	158	1092	1660	38	115	0	2	12	5	0	4	2	0	0	0	1	0	50	40	0	0	0	0	0	0	0	0
621	B.세티로스	B.세티로스	105	3448	982	768	886	168	0	0	316	2184	3320	89	115	0	2	12	5	0	4	2	0	0	0	1	0	300	2	0	0	0	0	0	0	0	0
22	L106.오우거	L106.오우거	106	1829	485	391	458	86	0	0	153	1195	1842	38	116	0	2	5	0	0	4	0	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
222	L107.오우거	L107.오우거	107	1844	489	395	462	87	0	0	155	1205	1859	38	117	0	2	5	0	0	4	0	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
322	L108.오우거	L108.오우거	108	1859	493	399	466	88	0	0	157	1215	1876	38	118	0	2	5	0	0	4	0	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
422	L109.오우거	L109.오우거	109	1874	497	403	470	89	0	0	159	1225	1893	38	119	0	2	5	0	0	4	0	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
522	L110.오우거	L110.오우거	110	1889	501	407	474	90	0	0	161	1235	1911	38	120	0	2	5	0	0	4	0	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
622	B.오우거	B.오우거	110	3778	1002	814	948	180	0	0	322	2470	3822	89	120	0	2	5	0	0	4	0	0	0	0	1	1	300	2	0	0	0	0	0	0	0	0
23	L111.사이클롭스	L111.사이클롭스	111	1971	491	409	472	90	0	0	156	1415	2321	38	121	0	2	8	8	0	4	2	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
223	L112.사이클롭스	L112.사이클롭스	112	1985	495	412	476	91	0	0	158	1425	2342	38	122	0	2	8	8	0	4	2	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
323	L113.사이클롭스	L113.사이클롭스	113	1999	499	415	480	92	0	0	160	1435	2364	38	123	0	2	8	8	0	4	2	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
423	L114.사이클롭스	L114.사이클롭스	114	2013	503	418	484	93	0	0	162	1446	2386	38	124	0	2	8	8	0	4	2	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
523	L115.사이클롭스	L115.사이클롭스	115	2028	507	421	488	94	0	0	164	1457	2408	38	125	0	2	8	8	0	4	2	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
623	B.사이클롭스	B.사이클롭스	115	4056	1014	842	976	188	0	0	328	2914	4816	89	125	0	2	8	8	0	4	2	0	0	0	1	1	300	2	0	0	0	0	0	0	0	0
24	L116.트롤키메라	L116.트롤키메라	116	2101	496	429	502	96	0	0	160	1621	2711	37	126	0	2	10	8	0	4	2	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
224	L117.트롤키메라	L117.트롤키메라	117	2116	500	433	506	97	0	0	162	1633	2736	37	127	0	2	10	8	0	4	2	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
324	L118.트롤키메라	L118.트롤키메라	118	2131	504	437	510	98	0	0	164	1645	2761	37	128	0	2	10	8	0	4	2	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
424	L119.트롤키메라	L119.트롤키메라	119	2146	508	441	514	99	0	0	166	1657	2786	37	129	0	2	10	8	0	4	2	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
524	L120.트롤키메라	L120.트롤키메라	120	2162	512	445	518	100	0	0	168	1669	2812	37	130	0	2	10	8	0	4	2	0	0	0	1	1	50	40	0	0	0	0	0	0	0	0
624	B.트롤키메라	B.트롤키메라	120	4324	1024	890	1036	200	0	0	336	3338	5624	89	130	0	2	10	8	0	4	2	0	0	0	1	1	300	2	0	0	0	0	0	0	0	0
25	L121.아이스나이츠	L121.아이스나이츠	121	2220	499	0	0	100	435	470	224	1882	3013	37	131	82	8	10	5	0	2	2	0	0	0	1	1	50	40	0	0	0	0	0	0	0	1
225	L122.아이스나이츠	L122.아이스나이츠	122	2234	502	0	0	101	438	473	226	1894	3032	37	132	83	8	10	5	0	2	2	0	0	0	1	1	50	40	0	0	0	0	0	0	0	1
325	L123.아이스나이츠	L123.아이스나이츠	123	2248	506	0	0	102	441	476	228	1906	3051	37	133	84	8	10	5	0	2	2	0	0	0	1	1	50	40	0	0	0	0	0	0	0	1
425	L124.아이스나이츠	L124.아이스나이츠	124	2262	510	0	0	103	444	479	230	1918	3070	37	134	85	8	10	5	0	2	2	0	0	0	1	1	50	40	0	0	0	0	0	0	0	1
525	L125.아이스나이츠	L125.아이스나이츠	125	2276	514	0	0	104	447	482	232	1930	3089	37	135	85	8	10	5	0	2	2	0	0	0	1	1	50	40	0	0	0	0	0	0	0	1
