LaqiaMonster																				
627	135	하피 \ \			harpy				NONE			0
28	136	서큐버스 \ \		serqubus			서큐버스공격		500			
228	137	서큐버스 \ \		serqubus			서큐버스공격		500			
328	138	서큐버스 \ \		serqubus			서큐버스공격		500			
428	139	서큐버스 \ \		serqubus			서큐버스공격		500			
528	140	서큐버스 \ \		serqubus			서큐버스공격		500			
628	140	서큐버스 \ \			serqubus			서큐버스공격		500			
29	151	와이번 \ \			gagoil				가고일공격		500	
229	152	와이번 \ \			gagoil				가고일공격		500	
329	153	와이번 \ \			gagoil				가고일공격		500	
429	154	와이번 \ \			gagoil				가고일공격		500	
529	155	와이번 \ \			gagoil				가고일공격		500	
629	165	와이번 \ \			gagoil				가고일공격		500	
30	108	구아구아챔피언 \ \		guagua_champion			NONE			0		
31	91	D86.그레이트뱃 \ \			greatbat			NONE			0		
231	92	D87.그레이트뱃 \ \			greatbat			NONE			0		
331	93	D88.그레이트뱃 \ \			greatbat			NONE			0		
431	94	D89.그레이트뱃 \ \			greatbat			NONE			0		
531	95	D90.그레이트뱃 \ \			greatbat			NONE			0		
631	95	DB.그레이트뱃 \ \			greatbat			NONE			0		
32	96	D91.가고일 \ \		cargoyle			가고일공격2		500		
232	97	D92.가고일 \ \		cargoyle			가고일공격2		500		
332	98	D93.가고일 \ \		cargoyle			가고일공격2		500		
432	99	D94.가고일 \ \		cargoyle			가고일공격2		500		
532	100	D95.가고일 \ \		cargoyle			가고일공격2		500		
632	100	DB.가고일 \ \		cargoyle			가고일공격2		500		
33	176	D111.그레이울프 \ \		graywolfman			NONE			0		
233	177	D112.그레이울프 \ \		graywolfman			NONE			0		
333	178	D113.그레이울프 \ \		graywolfman			NONE			0		
433	179	D114.그레이울프 \ \		graywolfman			NONE			0		
533	180	D115.그레이울프 \ \		graywolfman			NONE			0		
633	180	DB.그레이울프 \ \			graywolfman			NONE			0		
34	141	자이언트 앤트 \		giant_ant			NONE			0		
234	142	자이언트 앤트 \		giant_ant			NONE			0		
334	143	자이언트 앤트 \		giant_ant			NONE			0		
434	144	자이언트 앤트 \		giant_ant			NONE			0		
534	145	자이언트 앤트 \		giant_ant			NONE			0		
634	145	자이언트 앤트 \			giant_ant			NONE			0		
35	156	레드터틀 \ \		red_turtle			NONE			0		
235	157	레드터틀 \ \		red_turtle			NONE			0		
335	158	레드터틀 \ \		red_turtle			NONE			0		
435	159	레드터틀 \ \		red_turtle			NONE			0		
535	160	레드터틀 \ \		red_turtle			NONE			0		
635	155	레드터틀 \ \			red_turtle			NONE			0		
36	146	스웰라 \ \			globefish			NONE			0	
236	147	스웰라 \ \			globefish			NONE			0	
336	148	스웰라 \ \			globefish			NONE			0	
436	149	스웰라 \ \			globefish			NONE			0	
536	150	스웰라 \ \			globefish			NONE			0	
636	135	스웰라 \ \			globefish			NONE			0	
37	166	비어드 피쉬 \		beard_fish			NONE			0		
237	167	비어드 피쉬 \		beard_fish			NONE			0		
337	168	비어드 피쉬 \		beard_fish			NONE			0		
437	169	비어드 피쉬 \		beard_fish			NONE			0		
537	170	비어드 피쉬 \		beard_fish			NONE			0		
637	165	비어드 피쉬 \			beard_fish			NONE			0		
38	171	블루터틀 \ \		blue_turtle			NONE			0		
238	172	블루터틀 \ \		blue_turtle			NONE			0		
338	173	블루터틀 \ \		blue_turtle			NONE			0		
438	174	블루터틀 \ \		blue_turtle			NONE			0		
538	175	블루터틀 \ \		blue_turtle			NONE			0		
638	160	블루터틀 \ \			blue_turtle			NONE			0		
39	186	트렌트 \ \			trant				트랜트공격		500	
239	187	트렌트 \ \			trant				트랜트공격		500	
339	188	트렌트 \ \			trant				트랜트공격		500	
439	189	트렌트 \ \			trant				트랜트공격		500	
539	190	트렌트 \ \			trant				트랜트공격		500	
639	190	트렌트 \ \			trant				트랜트공격		500	
40	181	위치 \ \			witch				위치공격		500	
240	182	위치 \ \			witch				위치공격		500	
340	183	위치 \ \			witch				위치공격		500	
440	184	위치 \ \			witch				위치공격		500	
540	185	위치 \ \			witch				위치공격		500	
640	185	위치 \ \			witch				위치공격		500	
740	399	카오스 위치 \			witch				위치공격		500	
41	126	D246.리치 \ \			litch				리치공격		500	
241	127	D247.리치 \ \			litch				리치공격		500	
341	128	D248.리치 \ \			litch				리치공격		500	
441	129	D249.리치 \ \			litch				리치공격		500	
541	130	D250.리치 \ \			litch				리치공격		500	
641	130	DB.리치 \ \			litch				리치공격		500	
42	206	어스 엘리멘탈 \		earth-elemental			어스엘리공격		500			
242	207	어스 엘리멘탈 \		earth-elemental			어스엘리공격		500			
342	208	어스 엘리멘탈 \		earth-elemental			어스엘리공격		500			
442	209	어스 엘리멘탈 \		earth-elemental			어스엘리공격		500			
542	210	어스 엘리멘탈 \		earth-elemental			어스엘리공격		500			
642	210	어스 엘리멘탈 \		earth-elemental			어스엘리공격		500			
43	121	D226.벤쉬 \ \		bannchee			밴쉬공격		500		
243	122	D227.벤쉬 \ \		bannchee			밴쉬공격		500		
343	123	D228.벤쉬 \ \		bannchee			밴쉬공격		500		
443	124	D229.벤쉬 \ \		bannchee			밴쉬공격		500		
543	125	D230.벤쉬 \ \		bannchee			밴쉬공격		500		
643	125	DB.벤쉬 \ \			bannchee			밴쉬공격		500		
44	161	바포메트 \ \		p-warrior			NONE			0		
244	162	바포메트 \ \		p-warrior			NONE			0		
344	163	바포메트 \ \		p-warrior			NONE			0		
444	164	바포메트 \ \		p-warrior			NONE			0		
544	165	바포메트 \ \		p-warrior			NONE			0		
644	165	바포메트 \ \			p-warrior			NONE			0		
45	191	P241.구울 \ \			ghoul_bro			NONE			0	
245	192	P242.구울 \ \			ghoul_bro			NONE			0	
345	193	P243.구울 \ \			ghoul_bro			NONE			0	
445	194	P244.구울 \ \			ghoul_bro			NONE			0	
545	195	P245.구울 \ \			ghoul_bro			NONE			0	
645	195	PB.구울 \ \			ghoul_bro			NONE			0	
46	161	P216.그리폰 \ \		griffon_bro			NONE			0		
246	162	P217.그리폰 \ \		griffon_bro			NONE			0		
346	163	P218.그리폰 \ \		griffon_bro			NONE			0		
446	164	P219.그리폰 \ \		griffon_bro			NONE			0		
546	165	P220.그리폰 \ \		griffon_bro			NONE			0		
646	165	PB.그리폰 \ \		        griffon_bro			NONE			0		
47	201	포미안 워리어 \		F-warrior			NONE			0		
247	202	포미안 워리어 \		F-warrior			NONE			0		
347	203	포미안 워리어 \		F-warrior			NONE			0		
447	204	포미안 워리어 \		F-warrior			NONE			0		
547	205	포미안 워리어 \		F-warrior			NONE			0		
647	205	포미안 워리어 \		F-warrior			NONE			0		
48	151	D256.인큐버스 \ \		Inqubus				NONE			0	
248	152	D257.인큐버스 \ \		Inqubus				NONE			0	
348	153	D258.인큐버스 \ \		Inqubus				NONE			0	
448	154	D259.인큐버스 \ \		Inqubus				NONE			0	
548	155	D260.인큐버스 \ \		Inqubus				NONE			0	
648	155	DB.인큐버스 \ \			Inqubus				NONE			0	
748	300	카오스 인큐버스 \			Inqubus				NONE			0	
49	171	P231.덤프솔져 \ \		etin				NONE			0		
249	172	P232.덤프솔져 \ \	etin				NONE			0		
349	173	P233.덤프솔져 \ \	etin				NONE			0		
449	174	P234.덤프솔져 \ \	etin				NONE			0		
549	175	P235.덤프솔져 \ \	etin				NONE			0		
649	175	PB.덤프솔져 \ \	        etin				NONE			0		
50	176	P236.덤프솔져 워리어 \	etin_warrior			NONE			0		
250	177	P237.덤프솔져 워리어 \	etin_warrior			NONE			0		
350	178	P238.덤프솔져 워리어 \	etin_warrior			NONE			0		
450	179	P239.덤프솔져 워리어 \	etin_warrior			NONE			0		
550	180	P180.덤프솔져 워리어 \	etin_warrior			NONE			0		
650	180	PB.덤프솔져 워리어 \	etin_warrior			NONE			0		
51	196	P251.가스트 \ \			ghast			        NONE			0	
251	197	P252.가스트 \ \			ghast			        NONE			0	
351	198	P253.가스트 \ \			ghast			        NONE			0	
451	199	P254.가스트 \ \			ghast			        NONE			0	
551	200	P255.가스트 \ \			ghast			        NONE			0	
651	200	PB.가스트 \ \			ghast			        NONE			0	
52	156	P206.고쿤 \ \			gorgon_nul_ma			NONE			0	
252	157	P207.고쿤 \ \			gorgon_nul_ma			NONE			0	
352	158	P208.고쿤 \ \			gorgon_nul_ma			NONE			0	
452	159	P209.고쿤 \ \			gorgon_nul_ma			NONE			0	
552	160	P210.고쿤 \ \			gorgon_nul_ma			NONE			0	
652	160	PB.고쿤 \ \			gorgon_nul_ma			NONE			0	
53	191	바포메트 워리어 \	        b-warrior			NONE			0			
253	192	바포메트 워리어 \	        b-warrior			NONE			0			
353	193 	바포메트 워리어 \	        b-warrior			NONE			0			
453	194	바포메트 워리어 \	        b-warrior			NONE			0			
553	195	바포메트 워리어 \	        b-warrior			NONE			0			
653	195	바포메트 워리어 \	        b-warrior			NONE			0			
54	196	레드와이번 \ \		r_wyvern			가고일공격		500			
254	197	레드와이번 \ \		r_wyvern			가고일공격		500			
354	198	레드와이번 \ \		r_wyvern			가고일공격		500			
454	199	레드와이번 \ \		r_wyvern			가고일공격		500			
554	200	레드와이번 \ \		r_wyvern			가고일공격		500			
654	195	레드와이번 \ \		r_wyvern			가고일공격		500					
55	196	시험용 \ \		r_wyvern			가고일공격		500			
255	197	시험용 \ \		r_wyvern			가고일공격		500			
355	198	시험용 \ \		r_wyvern			가고일공격		500			
455	199	시험용 \ \		r_wyvern			가고일공격		500			
555	200	시험용 \ \		r_wyvern			가고일공격		500			
655	195	시험용 \ \		r_wyvern			가고일공격		500					
101	200	아이스 나이 츠킹			icknig-l2			아이스나이트보스	500				
111	250	울트라 아이스 나이츠킹		icknig-l2			아이스나이트보스	500				
121	300	카오스 킹 \		icknig-l2			아이스나이트보스	500				
102	375	블러드 데몬 \			guagua_champion			NONE			0		
112	400	울트라 블러드 데몬		guagua_champion			NONE			0
122	399	카오스 데몬 \			guagua_champion			NONE			0
103	300	디머션 웜 \		succubu2			NONE			0		
113	350	울트라 디머션 웜		succubu2			NONE			0
123	350	카오스 웜 \			succubu2			NONE			0				
1001	1	성문 \ \			gate_01	NONE			0			
1002	1	성물 \ \		ob_0801	NONE			0
80	231	태초의 바포메트 \	mt_prime_baphomet	NONE	0
280	231	태초의 바포메트 \	mt_prime_baphomet	NONE	0
380	231	태초의 바포메트 \	mt_prime_baphomet	NONE	0
480	231	태초의 바포메트 \	mt_prime_baphomet	NONE	0
580	231	태초의 바포메트 \	mt_prime_baphomet	NONE	0
680	231	태초의 바포메트 \	mt_prime_baphomet	NONE	0
